184, 47, 49, 55, 84
185, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 48, 49, 55, 85
184, 47, 49, 55, 84
184, 47, 49, 55, 85
184, 47, 49, 54, 84
184, 47, 49, 55, 84
184, 48, 49, 55, 84
184, 47, 49, 54, 85
184, 47, 49, 54, 85
184, 47, 49, 54, 84
184, 47, 49, 55, 85
184, 47, 48, 55, 84
184, 47, 49, 54, 84
184, 47, 49, 54, 85
184, 47, 49, 54, 85
184, 47, 49, 54, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 54, 85
184, 47, 49, 54, 84
184, 47, 49, 54, 84
184, 47, 50, 54, 84
184, 47, 48, 54, 84
184, 48, 49, 54, 84
184, 47, 49, 54, 84
184, 47, 49, 54, 85
184, 47, 49, 54, 84
184, 47, 49, 55, 85
185, 47, 49, 55, 84
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 84
185, 47, 49, 55, 85
184, 47, 50, 55, 84
184, 47, 49, 54, 85
185, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 84
184, 47, 49, 55, 85
184, 47, 49, 55, 84
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 54, 85
184, 47, 49, 54, 84
184, 47, 49, 55, 85
184, 47, 49, 55, 85
184, 47, 49, 55, 84
185, 47, 49, 55, 85
185, 47, 49, 55, 84
185, 47, 49, 55, 84
185, 47, 49, 55, 84
185, 47, 49, 55, 84
185, 48, 49, 55, 84
184, 47, 49, 55, 84
184, 47, 49, 54, 84
184, 47, 49, 55, 84
185, 47, 49, 55, 84
184, 48, 49, 55, 84
184, 47, 49, 55, 84
185, 47, 49, 55, 84
184, 47, 49, 54, 84
185, 47, 49, 55, 85
185, 47, 49, 54, 84
185, 47, 49, 54, 84
185, 47, 49, 54, 84
185, 47, 50, 54, 84
185, 47, 49, 55, 84
185, 47, 50, 54, 85
